Year,Position,Amateur Team,Games,Points,Goalie Wins,Score,Amateur League
1991,Forward,Falu IF (Sweden-2),377.0,169.0,,546.0,Allsvenskan
1991,Forward,Dynamo Moskva (Russia),215.0,104.0,,319.0,KHL
1991,Forward,Michigan (CCHA),233.0,98.0,,331.0,NCAA
1991,Defence,Ottawa 67's (OHL),34.0,9.0,,43.0,OHL
1991,Forward,Shawinigan Cataractes (QMJHL),11.0,0.0,,11.0,QMJHL
1991,Forward,Kamloops Blazers (WHL),68.0,6.0,,74.0,WHL
1991,Forward,Grand Rapids HS (High-MN),34.0,5.0,,39.0,High School
1991,Defence,Lethbridge Hurricanes (WHL),7.0,0.0,,7.0,WHL
1991,Defence,Hockey Reipas (Finland),407.0,121.0,,528.0,SM-liiga
1991,Defence,Krylia Sovetov Moskva (Soviet),556.0,260.0,,816.0,
1991,Goalie,Kamloops Blazers (WHL),108.0,3.0,34.0,111.0,WHL
1991,Forward,Miami (Ohio) (CCHA),674.0,359.0,,1033.0,NCAA
1991,Forward,St. Paul Vulcans (USHL),7.0,2.0,,9.0,USHL
1991,Goalie,Kingston Frontenacs (OHL),1.0,0.0,0.0,1.0,OHL
1991,Forward,Dartmouth (ECAC),71.0,31.0,,102.0,
1991,Forward,Saskatoon Blades (WHL),4.0,0.0,,4.0,WHL
1991,Forward,Oshawa Generals (OHL),98.0,29.0,,127.0,OHL
1991,Defence,Khimik Voskresensk (Soviet),739.0,162.0,,901.0,
1991,Goalie,Michigan Tech (WCHA),1.0,0.0,0.0,1.0,
1991,Forward,Dynamo Moskva (Russia),1.0,0.0,,1.0,KHL
1991,Forward,Boston University (H-East),18.0,1.0,,19.0,NCAA
1991,Goalie,RPI (ECAC),2.0,0.0,0.0,2.0,
1991,Forward,Hockey Reipas (Finland),3.0,0.0,,3.0,SM-liiga
1991,Forward,SKA Leningrad (Soviet),2.0,0.0,,2.0,
1991,Forward,Michigan (CCHA),3.0,0.0,,3.0,NCAA
1991,Goalie,Dynamo Moskva (Russia),54.0,0.0,12.0,54.0,KHL
1991,Defence,St. Lawrence (ECAC),3.0,0.0,,3.0,
1990,Forward,Cornwall Royals (OHL),1200.0,885.0,,2085.0,OHL
1990,Forward,Seattle Thunderbirds (WHL),982.0,717.0,,1699.0,WHL
1990,Forward,Niagara Falls Thunder (OHL),909.0,619.0,,1528.0,OHL
1990,Forward,Peterborough Petes (OHL),1099.0,605.0,,1704.0,OHL
1990,Forward,TJ Kladno (Czechoslovakia),1733.0,1921.0,,3654.0,Tipsport Extraliga
1990,Forward,Saskatoon Blades (WHL),2.0,0.0,,2.0,WHL
1990,Defence,Kamloops Blazers (WHL),1291.0,507.0,,1798.0,WHL
1990,Defence,North Bay Centennials (OHL),1045.0,331.0,,1376.0,OHL
1990,Defence,Cornwall Royals (OHL),268.0,91.0,,359.0,OHL
1990,Defence,Kingston Frontenacs (OHL),549.0,149.0,,698.0,OHL
1990,Goalie,Brandon Wheat Kings (WHL),387.0,13.0,140.0,400.0,WHL
1990,Forward,Seattle Thunderbirds (WHL),644.0,190.0,,834.0,WHL
1990,Forward,Niagara Falls Thunder (OHL),1041.0,288.0,,1329.0,OHL
1990,Forward,Lethbridge Hurricanes (WHL),125.0,40.0,,165.0,WHL
1990,Defence,Hull Olympiques (QMJHL),644.0,133.0,,777.0,QMJHL
1990,Forward,North Bay Centennials (OHL),183.0,8.0,,191.0,OHL
1990,Forward,Malden Catholic HS (High-MA),1201.0,1065.0,,2266.0,High School
1990,Goalie,St. Hyacinthe Laser (QMJHL),1266.0,47.0,691.0,1313.0,QMJHL
1990,Forward,Michigan State (CCHA),1056.0,651.0,,1707.0,NCAA
1990,Forward,Cornell (ECAC),3.0,0.0,,3.0,
1990,Defence,TJ Litvinov (Czechoslovakia),622.0,249.0,,871.0,Tipsport Extraliga
1990,Defence,Michigan (CCHA),212.0,16.0,,228.0,NCAA
1990,Forward,Ottawa 67's (OHL),782.0,305.0,,1087.0,OHL
1990,Forward,London Knights (OHL),149.0,32.0,,181.0,OHL
1990,Forward,Team Canada (International),1.0,0.0,,1.0,
1990,Goalie,Chicoutimi Sagueneens (QMJHL),635.0,16.0,266.0,651.0,QMJHL
1990,Forward,SaiPa (Finland),23.0,6.0,,29.0,SM-liiga
1990,Forward,Hill-Murray HS (High-MN),557.0,173.0,,730.0,High School
1990,Forward,Lake Superior State (CCHA),1238.0,1033.0,,2271.0,NCAA
1990,Forward,Swift Current Broncos (WHL),1104.0,700.0,,1804.0,WHL
1990,Defence,HC Kosice Jr. (Czechoslovakia),19.0,1.0,,20.0,Tipsport Extraliga
1990,Forward,Pitea HC (Sweden-2),661.0,464.0,,1125.0,Allsvenskan
1990,Defence,Tri-City Americans (WHL),8.0,0.0,,8.0,WHL
1990,Forward,Seattle Thunderbirds (WHL),2.0,0.0,,2.0,WHL
1990,Forward,Swift Current Broncos (WHL),27.0,3.0,,30.0,WHL
1990,Forward,Khimik Voskresensk (Soviet),1182.0,853.0,,2035.0,
1990,Defence,Northwood School (High-NY),764.0,159.0,,923.0,High School
1990,Forward,Edina HS (High-MN),159.0,23.0,,182.0,High School
1990,Goalie,Canerbury School (High-CT),394.0,5.0,141.0,399.0,High School
1990,Forward,Champlain Lennoxville (CEGEP),65.0,18.0,,83.0,
1990,Defence,Powell River (BCJHL),356.0,54.0,,410.0,
1990,Goalie,Soo Greyhounds (OHL),4.0,0.0,1.0,4.0,OHL
1990,Forward,Thomas Edison HS (High-MN),130.0,28.0,,158.0,High School
1990,Forward,Elmira (MWJHL),202.0,39.0,,241.0,
1990,Defence,Seattle Thunderbirds (WHL),129.0,6.0,,135.0,WHL
1990,Defence,Michigan (CCHA),644.0,85.0,,729.0,NCAA
1990,Forward,Grand Rapids HS (High-MN),252.0,47.0,,299.0,High School
1990,Forward,Richfield HS (High-MN),518.0,129.0,,647.0,High School
1990,Forward,Tri-City Americans (WHL),124.0,33.0,,157.0,WHL
1990,Forward,Dynamo Moskva (Russia),807.0,719.0,,1526.0,KHL
1990,Forward,Kitchener Rangers (OHL),223.0,140.0,,363.0,OHL
1990,Forward,Kamloops Blazers (WHL),423.0,71.0,,494.0,WHL
1990,Defence,CSKA Moskva (Russia),1068.0,771.0,,1839.0,KHL
1990,Forward,Laval Titan (QMJHL),605.0,137.0,,742.0,QMJHL
1990,Forward,Medicine Hat Tigers (WHL),197.0,12.0,,209.0,WHL
1990,Forward,Grand Rapids HS (High-MN),13.0,5.0,,18.0,High School
1990,Goalie,Sudbury Wolves (OHL),5.0,1.0,1.0,6.0,OHL
1990,Defence,Trois-Rivieres Draveurs (QMJHL),374.0,28.0,,402.0,QMJHL
1990,Defence,Kamloops Blazers (WHL),116.0,4.0,,120.0,WHL
1990,Forward,Lethbridge Hurricanes (WHL),14.0,6.0,,20.0,WHL
1990,Defence,TJ Vitkovice (Czechoslovakia),644.0,195.0,,839.0,Tipsport Extraliga
1990,Forward,Hull Olympiques (QMJHL),21.0,1.0,,22.0,QMJHL
1990,Forward,Sudbury Wolves (OHL),192.0,80.0,,272.0,OHL
1990,Goalie,Ohio State (CCHA),23.0,0.0,2.0,23.0,NCAA
1990,Defence,Belmont Hill School (High-MA),489.0,71.0,,560.0,High School
1990,Forward,CSKA Moskva (Russia),132.0,43.0,,175.0,KHL
1990,Forward,Danderyds HC (Sweden-2),12.0,3.0,,15.0,Allsvenskan
1990,Goalie,VTJ Pisek (Czechoslovakia),328.0,12.0,159.0,340.0,Tipsport Extraliga
1990,Defence,Sokol Kiev (Soviet),223.0,49.0,,272.0,
1990,Forward,Northwood School (High-NY),1009.0,542.0,,1551.0,High School
1990,Forward,Michigan State (CCHA),20.0,6.0,,26.0,NCAA
1990,Defence,Kitchener Rangers (OHL),757.0,229.0,,986.0,OHL
1990,Forward,TJ Litvinov (Czechoslovakia),989.0,703.0,,1692.0,Tipsport Extraliga
1990,Forward,Governor's Academy (High-MA),472.0,137.0,,609.0,High School
1990,Defence,Roseville HS (High-MN),289.0,30.0,,319.0,High School
1990,Forward,Cushing Academy (High-MA),23.0,11.0,,34.0,High School
1990,Defence,HC Kosice (Czechoslovakia),10.0,2.0,,12.0,Tipsport Extraliga
1990,Forward,Krylia Sovetov Moskva (Soviet),26.0,11.0,,37.0,
1990,Defence,Michigan (CCHA),9.0,2.0,,11.0,NCAA
1990,Forward,CSKA Moskva (Russia),620.0,379.0,,999.0,KHL
1990,Forward,Lethbridge Hurricanes (WHL),4.0,0.0,,4.0,WHL
1990,Forward,HC Kosice (Czechoslovakia),1081.0,892.0,,1973.0,Tipsport Extraliga
1990,Defence,Dynamo Moskva (Russia),596.0,188.0,,784.0,KHL
1990,Defence,Waterloo Black Hawks (USHL),92.0,9.0,,101.0,USHL
1990,Forward,HC Slovan Bratislava (Czechoslovakia),9.0,0.0,,9.0,Tipsport Extraliga
1990,Defence,Bowling Green (CCHA),934.0,195.0,,1129.0,NCAA
1990,Defence,TJ Motor Ceske Budejovice (Czechoslovakia),725.0,250.0,,975.0,Tipsport Extraliga
1990,Goalie,Melfort (SJHL),1.0,0.0,0.0,1.0,
1990,Goalie,Seattle Thunderbirds (WHL),147.0,6.0,42.0,153.0,WHL
1990,Forward,KooKoo (Finland),152.0,46.0,,198.0,SM-liiga
1990,Forward,Valerenga (Norway),207.0,111.0,,318.0,Fjordkraft-ligaen
1990,Goalie,Djurgardens IF (Sweden),156.0,2.0,45.0,158.0,SHL
1990,Forward,Khimik Voskresensk (Soviet),595.0,294.0,,889.0,
1990,Forward,Clarkson (ECAC),375.0,70.0,,445.0,
1990,Forward,London Knights (OHL),79.0,21.0,,100.0,OHL
1990,Forward,Governor's Academy (High-MA),1.0,0.0,,1.0,High School
1990,Defence,Tabor Academy (High-MA),183.0,46.0,,229.0,High School
1990,Forward,Krylia Sovetov Moskva (Soviet),761.0,345.0,,1106.0,
1989,Forward,Nacka HK (Sweden-2),1346.0,1349.0,,2695.0,Allsvenskan
1989,Forward,Kamloops Blazers (WHL),126.0,31.0,,157.0,WHL
1989,Forward,Belleville Bulls (OHL),941.0,285.0,,1226.0,OHL
1989,Forward,Tri-City Americans (WHL),1136.0,597.0,,1733.0,WHL
1989,Forward,Springfield (NEJHL),1263.0,856.0,,2119.0,
1989,Defence,Sudbury Wolves (OHL),69.0,11.0,,80.0,OHL
1989,Defence,Rochester Marshall HS (High-MN),467.0,64.0,,531.0,High School
1989,Defence,North Dakota (WCHA),1.0,1.0,,2.0,
1989,Defence,Vernon (BCJHL),526.0,67.0,,593.0,
1989,Forward,ASD Dukla Jihlava (Czechoslovakia),1314.0,747.0,,2061.0,Tipsport Extraliga
1989,Forward,Regina Pats (WHL),1049.0,548.0,,1597.0,WHL
1989,Forward,Belleville Bulls (OHL),269.0,110.0,,379.0,OHL
1989,Defence,Seattle Thunderbirds (WHL),1.0,0.0,,1.0,WHL
1989,Defence,Regina Pats (WHL),642.0,138.0,,780.0,WHL
1989,Defence,Regina Pats (WHL),394.0,124.0,,518.0,WHL
1989,Forward,Kitchener Rangers (OHL),27.0,2.0,,29.0,OHL
1989,Forward,Medicine Hat Tigers (WHL),6.0,0.0,,6.0,WHL
1989,Goalie,Tri-City Americans (WHL),719.0,17.0,303.0,736.0,WHL
1989,Forward,Kitchener Rangers (OHL),329.0,125.0,,454.0,OHL
1989,Defence,Belleville Bulls (OHL),6.0,1.0,,7.0,OHL
1989,Defence,Soo Greyhounds (OHL),1154.0,308.0,,1462.0,OHL
1989,Forward,Spokane Chiefs (WHL),970.0,455.0,,1425.0,WHL
1989,Forward,Notre Dame (SJHL),646.0,104.0,,750.0,
1989,Defence,Cornell (ECAC),1.0,1.0,,2.0,
1989,Forward,Oshawa Generals (OHL),115.0,34.0,,149.0,OHL
1989,Forward,Oshawa Generals (OHL),423.0,168.0,,591.0,OHL
1989,Defence,Laval Titan (QMJHL),1009.0,420.0,,1429.0,QMJHL
1989,Defence,Soo Greyhounds (OHL),630.0,72.0,,702.0,OHL
1989,Forward,Thunder Bay Flyers (USHL),785.0,369.0,,1154.0,USHL
1989,Forward,Vasteras IK Jr. (Sweden Jr.),56.0,13.0,,69.0,J20 Nationell
1989,Goalie,Portland Winterhawks (WHL),415.0,8.0,171.0,423.0,WHL
1989,Defence,Niagara Falls Thunder (OHL),530.0,72.0,,602.0,OHL
1989,Defence,Medicine Hat Tigers (WHL),121.0,11.0,,132.0,WHL
1989,Forward,Trois-Rivieres Draveurs (QMJHL),26.0,18.0,,44.0,QMJHL
1989,Forward,Fairfield Prep (High-CT),414.0,93.0,,507.0,High School
1989,Forward,Chicoutimi Sagueneens (QMJHL),90.0,55.0,,145.0,QMJHL
1989,Forward,Nichols School (High-NY),27.0,6.0,,33.0,High School
1989,Forward,Guelph Platers (OHL),798.0,311.0,,1109.0,OHL
1989,Forward,Cornwall Royals (OHL),3.0,0.0,,3.0,OHL
1989,Forward,Maine (H-East),536.0,198.0,,734.0,NCAA
1989,Forward,London Knights (OHL),401.0,41.0,,442.0,OHL
1989,Forward,Verdun Jr. Canadians (QMJHL),78.0,9.0,,87.0,QMJHL
1989,Forward,Moose Jaw Warriors (WHL),196.0,60.0,,256.0,WHL
1989,Defence,Vasteras IK (Sweden),1564.0,1142.0,,2706.0,SHL
1989,Goalie,Peterborough Petes (OHL),21.0,0.0,2.0,21.0,OHL
1989,Forward,Michigan (CCHA),18.0,5.0,,23.0,NCAA
1989,Forward,Nichols School (High-NY),63.0,10.0,,73.0,High School
1989,Forward,Lethbridge Hurricanes (WHL),607.0,260.0,,867.0,WHL
1989,Defence,Regina Pats (WHL),2.0,0.0,,2.0,WHL
1989,Defence,Michigan State (CCHA),718.0,314.0,,1032.0,NCAA
1989,Forward,Team Canada (International),1157.0,364.0,,1521.0,
1989,Forward,Oshawa Generals (OHL),97.0,36.0,,133.0,OHL
1989,Defence,Avon Old Farms School (High-CT),76.0,5.0,,81.0,High School
1989,Forward,Michigan State (CCHA),511.0,60.0,,571.0,NCAA
1989,Forward,Vastra Frolunda HC (Sweden-2),164.0,82.0,,246.0,Allsvenskan
1989,Forward,TJ Litvinov (Czechoslovakia),830.0,630.0,,1460.0,Tipsport Extraliga
1989,Defence,Richfield HS (High-MN),37.0,8.0,,45.0,High School
1989,Forward,Prince Albert Raiders (WHL),301.0,36.0,,337.0,WHL
1989,Forward,Victoria Cougars (WHL),880.0,100.0,,980.0,WHL
1989,Forward,CSKA Moskva (Russia),1248.0,1179.0,,2427.0,KHL
1989,Forward,Shawinigan Cataractes (QMJHL),22.0,10.0,,32.0,QMJHL
1989,Forward,Wisconsin (WCHA),11.0,1.0,,12.0,
1989,Forward,TJ Litvinov (Czechoslovakia),531.0,262.0,,793.0,Tipsport Extraliga
1989,Defence,Prince Albert Raiders (WHL),3.0,1.0,,4.0,WHL
1989,Forward,Osseo HS (High-MN),782.0,343.0,,1125.0,High School
1989,Goalie,Granby Bisons (QMJHL),68.0,2.0,26.0,70.0,QMJHL
1989,Defence,Kamloops Blazers (WHL),53.0,18.0,,71.0,WHL
1989,Defence,Niagara Scenic (NAHL),677.0,119.0,,796.0,NAHL
1989,Forward,Michigan State (CCHA),220.0,60.0,,280.0,NCAA
1989,Defence,St. Lawrence (ECAC),48.0,7.0,,55.0,
1989,Forward,Portland Winterhawks (WHL),352.0,115.0,,467.0,WHL
1989,Forward,Niagara Falls Thunder (OHL),9.0,1.0,,10.0,OHL
1989,Defence,Saskatoon Blades (WHL),388.0,103.0,,491.0,WHL
1989,Defence,Swift Current Broncos (WHL),29.0,15.0,,44.0,WHL
1989,Forward,Bowling Green (CCHA),429.0,62.0,,491.0,NCAA
1989,Forward,Boston College (H-East),34.0,11.0,,45.0,NCAA
1989,Forward,CSKA Moskva (Russia),702.0,779.0,,1481.0,KHL
1989,Forward,Avon Old Farms School (High-CT),125.0,53.0,,178.0,High School
1989,Forward,Northern Michigan (WCHA),1009.0,477.0,,1486.0,
1989,Defence,Michigan State (CCHA),25.0,4.0,,29.0,NCAA
1989,Forward,Dynamo Moskva (Russia),362.0,194.0,,556.0,KHL
1989,Forward,Kamloops Blazers (WHL),86.0,14.0,,100.0,WHL
1989,Goalie,Traktor Chelyabinsk (Soviet),10.0,0.0,1.0,10.0,
1989,Forward,Compuware Ambassadors (NAHL),78.0,36.0,,114.0,NAHL
1989,Defence,Alaska-Anchorage (NCAA-Ind.),16.0,0.0,,16.0,
1989,Forward,Regina Pats (WHL),149.0,20.0,,169.0,WHL
1989,Forward,Michigan Tech (WCHA),22.0,1.0,,23.0,
1989,Forward,Yale (ECAC),27.0,2.0,,29.0,
1989,Defence,CSKA Moskva (Russia),16.0,1.0,,17.0,KHL
1989,Defence,TJ Plzen (Czechoslovakia),23.0,5.0,,28.0,Tipsport Extraliga
1989,Forward,Cloquet HS (High-MN),450.0,248.0,,698.0,High School
1989,Defence,Michigan Tech (WCHA),2.0,0.0,,2.0,
1989,Forward,Guelph Platers (OHL),21.0,2.0,,23.0,OHL
1989,Forward,St. Jean Castors (QMJHL),15.0,5.0,,20.0,QMJHL
1989,Defence,American International (ECAC III),5.0,0.0,,5.0,
1989,Forward,Princeton (ECAC),47.0,17.0,,64.0,
1989,Forward,Lake Superior State (CCHA),236.0,79.0,,315.0,NCAA
1989,Forward,Trois-Rivieres Draveurs (QMJHL),166.0,70.0,,236.0,QMJHL
1989,Forward,Laval Titan (QMJHL),735.0,509.0,,1244.0,QMJHL
1989,Defence,Portland Winterhawks (WHL),3.0,0.0,,3.0,WHL
1989,Defence,CSKA Moskva (Russia),712.0,346.0,,1058.0,KHL
1989,Defence,Lake Superior State (CCHA),75.0,23.0,,98.0,NCAA
1989,Goalie,Dinamo Riga (Soviet),568.0,9.0,218.0,577.0,
1989,Forward,Khimik Voskresensk (Soviet),153.0,87.0,,240.0,
1989,Forward,Melville (SJHL),63.0,20.0,,83.0,
1989,Forward,Windsor Spitfires (OHL),5.0,0.0,,5.0,OHL
1989,Defence,Minnesota (WCHA),240.0,69.0,,309.0,
1989,Defence,CSKA Moskva (Russia),446.0,175.0,,621.0,KHL
1989,Forward,North Dakota (WCHA),4.0,0.0,,4.0,
1989,Forward,Oshawa Generals (OHL),94.0,46.0,,140.0,OHL
1989,Forward,CSKA Moskva (Russia),155.0,79.0,,234.0,KHL
1989,Forward,Dinamo Riga (Soviet),26.0,9.0,,35.0,
1989,Forward,Krylia Sovetov Moskva (Soviet),7.0,5.0,,12.0,
1988,Forward,Prince Albert Raiders (WHL),1499.0,1374.0,,2873.0,WHL
1988,Forward,Medicine Hat Tigers (WHL),1382.0,867.0,,2249.0,WHL
1988,Defence,Saskatoon Blades (WHL),1033.0,212.0,,1245.0,WHL
1988,Forward,Windsor Compuware Spitfires (OHL),506.0,250.0,,756.0,OHL
1988,Forward,Drummondville Voltigeurs (QMJHL),17.0,5.0,,22.0,QMJHL
1988,Forward,Kingston Canadians (OHL),292.0,98.0,,390.0,OHL
1988,Forward,Hull Olympiques (QMJHL),1273.0,660.0,,1933.0,QMJHL
1988,Forward,Thayer Academy (High-MA),1363.0,1216.0,,2579.0,High School
1988,Forward,Notre Dame (SJHL),1484.0,1184.0,,2668.0,
1988,Forward,Jokerit (Finland),1451.0,1457.0,,2908.0,SM-liiga
1988,Forward,Toronto Marlboros (OHL),45.0,10.0,,55.0,OHL
1988,Defence,Peterborough Petes (OHL),45.0,11.0,,56.0,OHL
1988,Forward,Victoria Cougars (WHL),3.0,1.0,,4.0,WHL
1988,Forward,Drummondville Voltigeurs (QMJHL),132.0,31.0,,163.0,QMJHL
1988,Forward,Victoriaville Tigres (QMJHL),34.0,12.0,,46.0,QMJHL
1988,Forward,Toronto Marlboros (OHL),103.0,32.0,,135.0,OHL
1988,Defence,St. Jean Castors (QMJHL),249.0,23.0,,272.0,QMJHL
1988,Defence,Trois-Rivieres Draveurs (QMJHL),130.0,9.0,,139.0,QMJHL
1988,Goalie,Michigan State (CCHA),62.0,1.0,13.0,63.0,NCAA
1988,Forward,Soo Greyhounds (OHL),456.0,119.0,,575.0,OHL
1988,Forward,London Knights (OHL),18.0,4.0,,22.0,OHL
1988,Goalie,Victoriaville Tigres (QMJHL),390.0,12.0,164.0,402.0,QMJHL
1988,Forward,North Bay Centennials (OHL),2.0,0.0,,2.0,OHL
1988,Forward,Peterborough Petes (OHL),1020.0,245.0,,1265.0,OHL
1988,Defence,New Hampshire (H-East),214.0,72.0,,286.0,NCAA
1988,Forward,St. Boniface (MJHL),102.0,27.0,,129.0,
1988,Defence,Culver Military Academy (High-IN),151.0,45.0,,196.0,High School
1988,Defence,IK VIK Hockey (Sweden-2),96.0,32.0,,128.0,Allsvenskan
1988,Forward,Verdun Jr. Canadians (QMJHL),1.0,0.0,,1.0,QMJHL
1988,Forward,Michigan State (CCHA),25.0,4.0,,29.0,NCAA
1988,Forward,London Knights (OHL),746.0,167.0,,913.0,OHL
1988,Defence,Spokane Chiefs (WHL),65.0,14.0,,79.0,WHL
1988,Forward,Miami (Ohio) (CCHA),48.0,6.0,,54.0,NCAA
1988,Forward,Vernon (BCJHL),45.0,18.0,,63.0,
1988,Goalie,Windsor Compuware Spitfires (OHL),74.0,3.0,20.0,77.0,OHL
1988,Goalie,St. Jean Castors (QMJHL),90.0,2.0,19.0,92.0,QMJHL
1988,Forward,Seattle Thunderbirds (WHL),3.0,1.0,,4.0,WHL
1988,Forward,HK Dukla Trencin (Czechoslovakia),352.0,228.0,,580.0,Tipsport Extraliga
1988,Forward,Spokane Chiefs (WHL),135.0,12.0,,147.0,WHL
1988,Forward,Oshawa (MetJBHL),12.0,0.0,,12.0,
1988,Goalie,Seattle Thunderbirds (WHL),8.0,0.0,1.0,8.0,WHL
1988,Forward,Lawrence Academy (High-MA),694.0,336.0,,1030.0,High School
1988,Forward,Victoriaville Tigres (QMJHL),5.0,0.0,,5.0,QMJHL
1988,Goalie,Trois-Rivieres Draveurs (QMJHL),205.0,4.0,77.0,209.0,QMJHL
1988,Forward,Prince Albert Raiders (WHL),311.0,43.0,,354.0,WHL
1988,Forward,Kamloops Blazers (WHL),1652.0,1533.0,,3185.0,WHL
1988,Forward,Thayer Academy (High-MA),1174.0,900.0,,2074.0,High School
1988,Defence,Lawrence Academy (High-MA),34.0,6.0,,40.0,High School
1988,Defence,Bowling Green (CCHA),1270.0,777.0,,2047.0,NCAA
1988,Defence,Mount St. Charles Academy (High-RI),1018.0,228.0,,1246.0,High School
1988,Forward,Swift Current Broncos (WHL),310.0,107.0,,417.0,WHL
1988,Forward,RPI (ECAC),828.0,572.0,,1400.0,
1988,Forward,Falu IF (Sweden-2),394.0,160.0,,554.0,Allsvenskan
1988,Forward,Leksands IF (Sweden),44.0,16.0,,60.0,SHL
1988,Defence,Humboldt (SJHL),27.0,10.0,,37.0,
1988,Defence,Minnesota-Duluth (WCHA),28.0,6.0,,34.0,
1988,Forward,CSKA Moskva (Russia),990.0,1032.0,,2022.0,KHL
1988,Defence,IK VIK Hockey (Sweden-2),485.0,73.0,,558.0,Allsvenskan
1988,Forward,Oshawa Generals (OHL),2.0,1.0,,3.0,OHL
1988,Forward,Northwood School (High-NY),4.0,0.0,,4.0,High School
1988,Forward,Cornwall Royals (OHL),900.0,91.0,,991.0,OHL
1988,Goalie,Verdun Jr. Canadians (QMJHL),72.0,2.0,21.0,74.0,QMJHL
1988,Goalie,Cornell (ECAC),1.0,0.0,0.0,1.0,
1988,Forward,Northern Michigan (WCHA),278.0,49.0,,327.0,
1988,Forward,Victoria Cougars (WHL),92.0,10.0,,102.0,WHL
1988,D/LW,Hamilton Steelhawks (OHL),242.0,19.0,,261.0,OHL
1988,Forward,Sokol Kiev (Soviet),811.0,596.0,,1407.0,
1988,Defence,Boston University (H-East),33.0,5.0,,38.0,NCAA
1988,Forward,Victoria Cougars (WHL),184.0,64.0,,248.0,WHL
1988,Forward,Vastra Frolunda HC (Sweden-2),154.0,62.0,,216.0,Allsvenskan
1988,Forward,Leksands IF (Sweden),22.0,7.0,,29.0,SHL
1988,Forward,Red Deer (AJHL),537.0,224.0,,761.0,AJHL
1988,Forward,CSKA Moskva (Russia),637.0,501.0,,1138.0,KHL
1988,Goalie,Hamilton Steelhawks (OHL),1.0,0.0,1.0,1.0,OHL
1988,Goalie,Warroad HS (High-MN),2.0,0.0,1.0,2.0,High School
1988,Forward,Niagara Falls (GHL),491.0,258.0,,749.0,
1988,Defence,London Knights (OHL),48.0,9.0,,57.0,OHL
1988,Forward,Milton Academy (High-MA),796.0,420.0,,1216.0,High School
1988,Forward,Minnesota-Duluth (WCHA),699.0,206.0,,905.0,
1988,Defence,Duluth East HS (High-MN),876.0,298.0,,1174.0,High School
1988,Defence,Armstrong HS (High-MN),3.0,0.0,,3.0,High School
1988,Forward,Bishop Hendricken HS (High-RI),231.0,105.0,,336.0,High School
1988,Forward,Saskatoon Blades (WHL),445.0,28.0,,473.0,WHL
1988,Goalie,Victoria Cougars (WHL),120.0,3.0,27.0,123.0,WHL
1988,Defence,Grand Rapids HS (High-MN),150.0,32.0,,182.0,High School
1988,Forward,Dinamo Riga (Soviet),8.0,0.0,,8.0,
1988,Forward,Medford HS (High-MA),35.0,18.0,,53.0,High School
1988,Defence,North St. Paul HS (High-MN),1039.0,294.0,,1333.0,High School
1988,Defence,Maine (H-East),17.0,1.0,,18.0,NCAA
1988,Forward,Dynamo Moskva (Russia),289.0,174.0,,463.0,KHL
1988,Defence,CSKA Moskva (Russia),607.0,167.0,,774.0,KHL
1988,Defence,Soo Greyhounds (OHL),1.0,0.0,,1.0,OHL
1988,Defence,Bowling Green (CCHA),188.0,29.0,,217.0,NCAA
1988,Forward,Laval Titan (QMJHL),879.0,305.0,,1184.0,QMJHL
1988,Forward,Krylia Sovetov Moskva (Soviet),46.0,11.0,,57.0,
1987,Forward,Granby Bisons (QMJHL),1294.0,1327.0,,2621.0,QMJHL
1987,Forward,London Knights (OHL),1524.0,1354.0,,2878.0,OHL
1987,Defence,Portland Winterhawks (WHL),1457.0,537.0,,1994.0,WHL
1987,Defence,Medicine Hat Tigers (WHL),211.0,49.0,,260.0,WHL
1987,Defence,Seattle Thunderbirds (WHL),510.0,151.0,,661.0,WHL
1987,Forward,Portland Winterhawks (WHL),323.0,124.0,,447.0,WHL
1987,Defence,Peterborough Petes (OHL),1417.0,201.0,,1618.0,OHL
1987,Goalie,Chicoutimi Sagueneens (QMJHL),106.0,1.0,28.0,107.0,QMJHL
1987,Defence,Kingston Canadians (OHL),156.0,74.0,,230.0,OHL
1987,Defence,New Westminster Bruins (WHL),406.0,72.0,,478.0,WHL
1987,Defence,Longueuil Chevaliers (QMJHL),508.0,231.0,,739.0,QMJHL
1987,Forward,North Bay Centennials (OHL),16.0,4.0,,20.0,OHL
1987,Defence,Medicine Hat Tigers (WHL),241.0,22.0,,263.0,WHL
1987,Defence,Granby Bisons (QMJHL),1037.0,243.0,,1280.0,QMJHL
1987,Forward,Swift Current Broncos (WHL),1378.0,1641.0,,3019.0,WHL
1987,Defence,Belleville Bulls (OHL),926.0,182.0,,1108.0,OHL
1987,Forward,Ottawa 67's (OHL),1015.0,732.0,,1747.0,OHL
1987,Forward,Peterborough Petes (OHL),831.0,261.0,,1092.0,OHL
1987,Defence,Kitchener Rangers (OHL),193.0,36.0,,229.0,OHL
1987,Defence,Regina Pats (WHL),82.0,6.0,,88.0,WHL
1987,Defence,Ostersunds IK (Sweden-2),229.0,54.0,,283.0,Allsvenskan
1987,Forward,Laval Titan (QMJHL),125.0,21.0,,146.0,QMJHL
1987,Forward,Hull Olympiques (QMJHL),848.0,316.0,,1164.0,QMJHL
1987,Goalie,Cornwall Royals (OHL),286.0,8.0,93.0,294.0,OHL
1987,Goalie,Medicine Hat Tigers (WHL),329.0,12.0,113.0,341.0,WHL
